-0.9, -0.4, 0.0-->[-0.38000038, -3.3220605E-8, 0.92498636, 0.92498636, 1.6828747E-7, 0.38000038, -1.6828746E-7, 1.0, -3.322069E-8]
-1.0, -0.3, 0.0-->[-0.26017162, -2.274498E-8, 0.9655624, 0.9655624, 1.7183484E-7, 0.26017162, -1.7183486E-7, 1.0, -2.2744851E-8]
-0.8, 0.6, 0.0-->[0.5822725, -5.0904188E-8, 0.8129936, 0.8129936, -1.5849733E-7, -0.5822725, 1.5849744E-7, 1.0, -5.090387E-8]
0.3, 1.0, 0.0-->[0.9554181, -8.3525386E-8, -0.29525644, -0.29525644, -6.1610706E-8, -0.9554181, 6.16107E-8, 1.0, -8.352538E-8]
1.0, 0.2, 0.0-->[0.21026246, -1.8381753E-8, -0.977645, -0.977645, -1.9543396E-9, -0.21026246, 1.9543425E-9, 1.0, -1.8381753E-8]
1.0, -0.2, 0.0-->[-0.20966932, -1.8329764E-8, -0.97777236, -0.97777236, 1.9431914E-9, 0.20966932, -1.9431905E-9, 1.0, -1.8329764E-8]
-0.9, 0.4, 0.0-->[0.41812798, -3.655393E-8, 0.9083882, 0.9083882, -1.6683693E-7, -0.41812798, 1.668369E-7, 1.0, -3.6554024E-8]
0.5, 0.8, 0.0-->[0.84755075, -7.409531E-8, -0.5307143, -0.5307143, -4.102629E-8, -0.84755075, 4.1026297E-8, 1.0, -7.4095304E-8]
-1.0, 0.2, 0.0-->[0.17324616, -1.5145714E-8, 0.98487854, 0.98487854, -1.7352394E-7, -0.17324616, 1.7352394E-7, 1.0, -1.5145668E-8]
-0.1, 1.0, 0.0-->[0.99301684, -8.681225E-8, 0.11797316, 0.11797316, -9.773627E-8, -0.99301684, 9.773628E-8, 1.0, -8.681223E-8]
0.9, 0.5, 0.0-->[0.47931352, -4.1902958E-8, -0.8776437, -0.8776437, -1.0696728E-8, -0.47931352, 1.0696738E-8, 1.0, -4.1902954E-8]
1.0, -0.1, 0.0-->[-0.13521835, 1.18211005E-8, -0.9908158, -0.9908158, -8.029016E-10, 0.13521835, 8.0290213E-10, 1.0, 1.18211005E-8]
0.1, -1.0, 0.0-->[-0.99631, 8.7100155E-8, -0.08582749, -0.08582749, -7.991951E-8, 0.99631, 7.991947E-8, 1.0, 8.71002E-8]
-1.0, -0.2, 0.0-->[-0.15918131, -1.391604E-8, 0.9872494, 0.9872494, 1.737309E-7, 0.15918131, -1.7373088E-7, 1.0, -1.3916106E-8]
-0.3, 1.0, 0.0-->[0.9648646, -8.4350695E-8, 0.26274762, 0.26274762, -1.1039282E-7, -0.9648646, 1.10392456E-7, 1.0, -8.435117E-8]
-0.5, 0.9, 0.0-->[0.8738131, -7.639077E-8, 0.4862619, 0.4862619, -1.29933E-7, -0.8738131, 1.2993272E-7, 1.0, -7.639123E-8]
-0.2, -1.0, 0.0-->[-0.9743682, -8.5182386E-8, 0.22495879, 0.22495879, 1.0708936E-7, 0.9743682, -1.07089704E-7, 1.0, -8.518195E-8]
0.3, 0.9, 0.0-->[0.9417455, 1.1173262E-7, -0.3363263, -0.3363263, 5.2927366E-8, -0.9417455, -8.7422826E-8, 1.0, 8.742273E-8]
-0.9, 0.5, 0.0-->[0.45957065, -4.0176783E-8, 0.8881412, 0.8881412, -1.6506628E-7, -0.45957065, 1.6506624E-7, 1.0, -4.017696E-8]
0.8, 0.6, 0.0-->[0.61432886, -5.37063E-8, -0.78905, -0.78905, -1.8441845E-8, -0.61432886, 1.8441794E-8, 1.0, -5.370632E-8]
-1.0, 0.0, 0.0-->[-0.03516052, -3.0738567E-9, 0.99938166, 0.99938166, 1.7479204E-7, 0.03516052, -1.7479205E-7, 1.0, -3.0738225E-9]
0.0, -1.0, 0.0-->[-1.0, 8.742282E-8, 8.742283E-8, 8.7422826E-8, -8.742283E-8, 1.0, 8.7422826E-8, 1.0, 8.7422826E-8]
-0.6, -0.8, 0.0-->[-0.77906775, -6.810806E-8, 0.6269397, 0.6269397, 1.4223154E-7, 0.77906775, -1.422314E-7, 1.0, -6.8108356E-8]
1.0, -0.3, 0.0-->[-0.25649586, 2.2423544E-8, -0.9665454, -0.9665454, -2.9247125E-9, 0.25649586, 2.9246787E-9, 1.0, 2.2423547E-8]
-0.6, 0.8, 0.0-->[0.7840923, -6.8547266E-8, 0.6206441, 0.6206441, -1.4168108E-7, -0.7840923, 1.4168093E-7, 1.0, -6.854761E-8]
-0.5, -0.9, 0.0-->[-0.85914207, -7.5108396E-8, 0.51173735, 0.51173735, 1.3216015E-7, 0.85914207, -1.3216004E-7, 1.0, -7.510856E-8]
0.9, -0.4, 0.0-->[-0.37274143, 3.258603E-8, -0.9279352, -0.9279352, -6.3000973E-9, 0.37274143, 6.300082E-9, 1.0, 3.2586033E-8]
-1.0, 0.3, 0.0-->[0.29128945, -2.5465196E-8, 0.95663494, 0.95663494, -1.7105404E-7, -0.29128945, 1.7105403E-7, 1.0, -2.546534E-8]
-0.9, 0.3, 0.0-->[0.32942373, -2.8799272E-8, 0.9441822, 0.9441822, -1.6996636E-7, -0.32942373, 1.6996636E-7, 1.0, -2.8799183E-8]
0.3, -1.0, 0.0-->[-0.952349, -8.3256964E-8, -0.30501026, -0.30501026, 6.075791E-8, 0.952349, -6.07579E-8, 1.0, -8.325698E-8]
-0.2, 1.0, 0.0-->[0.98600125, -8.619847E-8, 0.16673827, 0.16673827, -1.01999326E-7, -0.98600125, 1.0199898E-7, 1.0, -8.6198874E-8]
0.7, 0.7, 0.0-->[0.7257539, -6.344742E-8, -0.68795437, -0.68795437, -2.727986E-8, -0.7257539, 2.7279917E-8, 1.0, -6.34474E-8]
1.0, 0.1, 0.0-->[0.08880244, -7.7633535E-9, -0.9960492, -0.9960492, -3.45384E-10, -0.08880244, 3.453853E-10, 1.0, -7.7633535E-9]
-0.4, -0.9, 0.0-->[-0.91935915, -8.037289E-8, 0.39341927, 0.39341927, 1.2181651E-7, 0.91935915, -1.2181651E-7, 1.0, -8.0372885E-8]
-0.4, 0.9, 0.0-->[0.90865815, -7.943762E-8, 0.41754085, 0.41754085, -1.2392543E-7, -0.90865815, 1.2392557E-7, 1.0, -7.9437406E-8]
-0.7, 0.7, 0.0-->[0.7309917, -6.3905794E-8, 0.68238634, 0.68238634, -1.4707928E-7, -0.7309917, 1.470795E-7, 1.0, -6.39053E-8]
0.9, -0.5, 0.0-->[-0.5003032, 4.373791E-8, -0.8658503, -0.8658503, -1.17277645E-8, 0.5003032, 1.1727726E-8, 1.0, 4.3737916E-8]
0.0, 1.0, 0.0-->[0.9999865, -8.742162E-8, -0.005183786, -0.005183786, -8.696959E-8, -0.9999865, 8.696962E-8, 1.0, -8.7421604E-8]
0.4, -0.9, 0.0-->[-0.92341375, 8.0727524E-8, -0.38380602, -0.38380602, -5.3869364E-8, 0.92341375, 5.386952E-8, 1.0, 8.072742E-8]
0.9, 0.3, 0.0-->[0.3127788, -2.7344141E-8, -0.94982606, -0.94982606, -4.3863673E-9, -0.3127788, 4.386381E-9, 1.0, -2.7344138E-8]
1.0, 0.3, 0.0-->[0.30614448, 4.4965415E-8, -0.95198506, -0.95198506, 2.281901E-9, -0.30614448, -1.1593578E-8, 1.0, 4.3504993E-8]
0.7, -0.7, 0.0-->[-0.711885, 6.223495E-8, -0.7022961, -0.7022961, -2.602611E-8, 0.711885, 2.6026095E-8, 1.0, 6.223496E-8]
-0.8, -0.6, 0.0-->[-0.6394086, -5.589878E-8, 0.7688672, 0.7688672, 1.5463918E-7, 0.6394086, -1.5463914E-7, 1.0, -5.5898877E-8]
1.0, 0.0, 0.0-->[-0.012767489, 1.1160654E-9, -0.9999186, -0.9999186, -7.125079E-12, 0.012767489, 7.124852E-12, 1.0, 1.1160652E-9]
0.6, -0.8, 0.0-->[-0.822393, 7.189577E-8, -0.5689197, -0.5689197, -3.7686235E-8, 0.822393, 3.7686135E-8, 1.0, 7.189582E-8]
-0.9, -0.5, 0.0-->[-0.52470666, -4.587113E-8, 0.8512831, 0.8512831, 1.6184408E-7, 0.52470666, -1.6184403E-7, 1.0, -4.5871353E-8]
0.8, -0.6, 0.0-->[-0.64528054, 5.6412127E-8, -0.7639457, -0.7639457, -2.0636492E-8, 0.64528054, 2.0636492E-8, 1.0, 5.641213E-8]
-1.0, 0.1, 0.0-->[0.05244235, -4.5846704E-9, 0.99862397, 0.99862397, -1.7472578E-7, -0.05244235, 1.7472578E-7, 1.0, -4.5846686E-9]
